University ;Faculty ;Qualifications;Year;Modules;Module Code;SAQA credits;Description 
null;null;null;null;HEALTH CHEMISTRY;HCH100S;null;null
null;null;null;null;CELL BIOLOGY 1;CBY101S;null;null
null;null;null;null;HEALTH PHYSICS;HPH100S;null;null
null;null;null;null;IMMUNOLOGY 1;IMM100S;null;null
null;null;null;2;CLINICAL CHEMISTRY 2;CLC200S;null;null
null;null;null;null;CYTOLOGY 2;CYT201S;null;null
null;null;null;null;HAEMATOLOGY 2;HMY200S;null;null
null;null;null;null;HUMAN GENOMICS;HGN200S;null;null
null;null;null;null;MICROBIOLOGY 2;MBY200S;null;null
null;null;null;null;IMMUNOHAEMATOLOGY 2;IMH200S;null;null
null;null;null;3;CLINICAL PRACTICE;CPR300S;null;null
null;null;null;null;HISTOLOGY 3;HST300S;null;null
null;null;null;null;LABORATORY MANAGEMENT 2;LBM200S;null;null
null;null;null;null;CLINICAL PRACTICE;CPR300S;null;null
null;null;null;null;LABORATORY MANAGEMENT 2;LBM200S;null;null
null;null;BACHELOR OF SCIENCE IN MED LAB SCIENCE EXTENDED;1;CELL BIOLOGY 1;CBY11SX;null;null
null;null;null;null;HUMAN ANATOMY, PHYSIOLOGY & DISEASE;APD10SX;null;null
null;null;null;null;IMMUNOLOGY 1;IMM10SX;null;null
null;null;null;null;LABORATORY INSTRUMENTATION & TECHNIQUES;LIT10SX;null;null
null;null;null;2;CLINICAL CHEMISTRY 2;CLC200S;null;null
null;null;null;null;CYTOLOGY 2;CYT201S;null;null
null;null;null;null;HAEMATOLOGY 2;HMY200S;null;null
null;null;null;null;HUMAN GENOMICS;HGN200S;null;null
null;null;null;null;MICROBIOLOGY 2;MBY200S;null;null
null;null;null;null;IMMUNOHAEMATOLOGY 2;IMH200S;null;null
null;null;null;3;CLINICAL PRACTICE;CPR300S;null;null
null;null;null;null;HISTOLOGY 3;HST300S;null;null
null;null;null;null;LABORATORY MANAGEMENT 2;LBM200S;null;null
null;null;null;null;CLINICAL PRACTICE;CPR300S;null;null
null;null;null;null;LABORATORY MANAGEMENT 2;LBM200S;null;null
null;null;null;null;CLINICAL CHEMISTRY 3;CLC300S;null;null
null;null;null;null;HAEMATOLOGY 3;HMY300S;null;null
null;null;null;null;INTEGRATED MEDICAL LABORATORY SCIENCES 3;MLB300S;null;null
null;null;null;null;MICROBIOLOGY 3;MBY300S;null;null
null;null;null;4;RESEARCH PROJECT 4;RPJ401S;null;null
null;null;null;null;CLINICAL CHEMISTRY 4;CLC400S;null;null
null;null;null;null;CLINICAL PATHOLOGY 4;CLP400S;null;null
null;null;null;null;CYTOGENETICS 4;CTG400S;null;null
null;null;null;null;CYTOLOGY 4;CYT400S;null;null
null;null;null;null;HAEMATOLOGY 4;HMY400S;null;null
null;null;null;null;HISTOLOGY 4;HST400S;null;null
null;null;null;null;IMMUNOHAEMATOLOGY 4;IMH400S;null;null
null;null;null;null;IMMUNOLOGY 4;IMM400S;null;null
null;null;null;null;MICROBIOLOGY 4;MBY400S;null;null
null;null;null;null;PHARMACOLOGY 4;PHA400S;null;null
null;null;null;null;VIROLOGY 4;VIR400S;null;null
null;null;BACHELOR OF HEALTH SCIENCE IN DENTAL TECHNOLOGY;1;ACADEMIC & PROFESSIONAL LITERACY;APL151S;null;null
null;null;null;null;DENTAL MATERIALS SCIENCE 1;DMS150S;null;null
null;null;null;null;INTRODUCTION TO DENTAL TECHNOLOGY 1;IDT150S;null;null
null;null;null;null;LABORATORY SUPPORT 1;LST100S;null;null
null;null;null;null;ORAL ANATOMY AND PHYSIOLOGY;OAY152S;null;null
null;null;null;null;PHYSICS AND CHEMISTRY FOR DENTAL TECHNOLOGY;PDT151S;null;null
null;null;null;null;TOOTH MORPHOLOGY 1;TMY150S;null;null
null;null;null;2;ACADEMIC & PROFESSIONAL DEVELOPMENT;APD260S;null;null
null;null;null;null;DENTAL MATERIALS SCIENCE 2;DMS260S;null;null
null;null;null;null;FIXED PROSTHODONTICS 2;FPP260S;null;null
null;null;null;null;LABORATORY SUPPORT 2;LST200S;null;null
null;null;null;null;MUCOSA-BORNE COMP. REMOVABLE DENTURES 2;MRD260S;null;null
null;null;null;null;REMOVABLE ORTHODONTICS 2;ROR260S;null;null
null;null;null;null;REMOVABLE PARTIAL PROSTHETICS 2;RPS260S;null;null
null;null;null;3;DENTAL MATERIALS SCIENCE 3;DMS370S;null;null
null;null;null;null;DENTAL TECH RELATED LEGISLATION & BIOETHICS 3;DLB370S;null;null
null;null;null;null;FIXED PROSTHODONTICS 3;FPP370S;null;null
null;null;null;null;MUCOSA-BORNE COMP. REMOVABLE DENTURES 3;MRD370S;null;null
null;null;null;null;ORTHODONTICS 3;ORS370S;null;null
null;null;null;null;REMOVABLE PARTIAL PROSTHETICS 3;RPP370S;null;null
null;null;null;null;RESEARCH METHODOLOGY AND TECHNIQUES 3;RMT372S;null;null
null;null;null;4;APPLIED DENTAL TECHNOLOGY 4;ADT480S;null;null
null;null;null;null;DENTAL LABORATORY MANAGEMENT 4;DLM480S;null;null
null;null;null;null;DENTAL MATERIALS SCIENCE 4;DMS480S;null;null
null;null;null;null;DENTAL TECHNOLOGY THEORY 4;DTY480S;null;null
null;null;null;null;PROFESSIONAL PRACTICE;APP480S;null;null
null;null;null;null;RESEARCH METHODOLOGY AND TECHNIQUES 4;RMT480S;null;null
null;null;BACHELOR OF EMERGENCY MEDICAL CARE;1;ANATOMY 1;APY101S;null;null
null;null;null;null;CHEMISTRY;EBS102S;null;null
null;null;null;null;CLINICAL PRACTICE 1;EMC103S;null;null
null;null;null;null;EMERGENCY MEDICAL CARE 1 PRACTICAL;EMC102S;null;null
null;null;null;null;EMERGENCY MEDICAL CARE 1 THEORY;EMC101S;null;null
null;null;null;null;EMS OPERATIONS;PPF101S;null;null
null;null;null;null;ETHICS AND LAW;PPF102S;null;null
null;null;null;null;INTRODUCTION TO MEDICAL RESCUE;EMR101S;null;null
null;null;null;null;PERSONAL HEALTH AND WELLNESS;PPF103S;null;null
null;null;null;null;PHYSICS;EBS101S;null;null
null;null;null;null;PHYSIOLOGY 1;APY102S;null;null
null;null;null;null;RESCUE PRINCIPLES;EMR103S;null;null
null;null;null;null;RESCUE SYSTEMS;EMR102S;null;null
null;null;null;2;CLINICAL PRACTICE 2;EMC203S;null;null
null;null;null;null;DIAGNOSTICS;EDI100S;null;null
null;null;null;null;EMERGENCY MEDICAL CARE 2 PRACTICAL;EMC202S;null;null
null;null;null;null;EMERGENCY MEDICAL CARE 2 THEORY;EMC201S;null;null
null;null;null;null;EXTRICATION;EMR203S;null;null
null;null;null;null;HAZMAT AND FIRE RESCUE;EMR202S;null;null
null;null;null;null;PHYSIOLOGY 2;APY200S;null;null
null;null;null;null;PRIMARY HEALTH CARE 1;HCP100S;null;null
null;null;null;null;ROPE RESCUE;EMR201S;null;null
null;null;null;3;AQUATIC RESCUE;EMR303S;null;null
null;null;null;null;CLINICAL PRACTICE 3;EMC303S;null;null
null;null;null;null;EMERGENCY MEDICAL CARE 3 PRACTICAL;EMC302S;null;null
null;null;null;null;EMERGENCY MEDICAL CARE 3 THEORY;EMC301S;null;null
null;null;null;null;GENERAL PATHOLOGY;GNP101S;null;null
null;null;null;null;PHARMACOLOGY;PMH101S;null;null
null;null;null;null;RESEARCH METHODOLOGY;ERM102S;null;null
null;null;null;null;URBAN SEARCH AND RESCUE;EMR301S;null;null
null;null;null;null;WILDERNESS SEARCH AND RESCUE;EMR302S;null;null
null;null;null;null;AQUATIC RESCUE;EMR303S;null;null
null;null;null;4;AEROMEDICAL RESCUE;EMR412S;null;null
null;null;null;null;CLINICAL PRACTICE 4;EMC406S;null;null
null;null;null;null;DISASTER RISK MANAGEMENT;EMR411S;null;null
null;null;null;null;EDUCATIONAL METHODOLOGY;ESV102S;null;null
null;null;null;null;EMERGENCY MEDICAL CARE 4 PRACTICAL;EMC405S;null;null
null;null;null;null;EMERGENCY MEDICAL CARE 4 THEORY;EMC404S;null;null
null;null;null;null;MANAGEMENT PRACTICE;ESV101S;null;null
null;null;null;null;RESCUE INCIDENT MANAGEMENT;EMR413S;null;null
null;null;null;null;RESEARCH PROJECT;REE400S;null;null
null;null;DIPLOMA IN EMERGENCY CARE;1;APPLIED ANATOMY;AAN150S;null;null
null;null;null;null;APPLIED CHEMISTRY;ACM150S;null;null
null;null;null;null;APPLIED PHYSICS;APH150S;null;null
null;null;null;null;APPLIED PHYSIOLOGY;APY150S;null;null
null;null;null;null;FOUNDATIONS OF PROFESSIONAL PRACTICE;FPP150S;null;null
null;null;null;null;PRE-HOSPITAL EMERGENCY CARE - MEDICAL 1;PHE151S;null;null
null;null;null;null;PRE-HOSPITAL EMERGENCY CARE - TRAUMA 1;PHE152S;null;null
null;null;null;null;PRE-HOSPITAL EMERGENCY CARE PRACTICE 1;PHE153S;null;null
null;null;null;null;WORKPLACE CLINICAL PRACTICE 1;WCP150S;null;null
null;null;null;2;BASIC MEDICAL RESCUE;BMR260S;null;null
null;null;null;null;CRITICAL CARE TRANSPORT;CCT260S;null;null
null;null;null;null;PRE-HOSPITAL EMERGENCY CARE - MEDICAL 2;PHE261S;null;null
null;null;null;null;PRE-HOSPITAL EMERGENCY CARE - TRAUMA 2;PHE262S;null;null
null;null;null;null;PRE-HOSPITAL EMERGENCY CARE PRACTICE 2;PHE263S;null;null
null;null;null;null;WORKPLACE CLINICAL PRACTICE 2;WCP260S;null;null
null;null;EXTENDED BACHELOR OF EMERGENCY IN MEDICAL CARE;1;ANATOMY AND PHYSIOLOGY 1B;APY12SX;null;null
null;null;null;null;CHEMISTRY 1B;EBS14SX;null;null
null;null;null;null;CLINICAL PRACTICE 1B;EMC16SX;null;null
null;null;null;null;EMERGENCY MEDICAL CARE 1B PRACTICAL;EMC15SX;null;null
null;null;null;null;EMERGENCY MEDICAL CARE 1B THEORY;EMC14SX;null;null
null;null;null;null;EMS OPERATIONS;PPF101S;null;null
null;null;null;null;ETHICS AND LAW;PPF102S;null;null
null;null;null;null;INTRODUCTION TO MEDICAL RESCUE;EMR101S;null;null
null;null;null;null;PERSONAL HEALTH AND WELLNESS;PPF103S;null;null
null;null;null;null;PHYSICS 1B;EBS13SX;null;null
null;null;null;null;RESCUE PRINCIPLES;EMR103S;null;null
null;null;null;null;RESCUE SYSTEMS;EMR102S;null;null
null;null;null;2;CLINICAL PRACTICE 2;EMC203S;null;null
null;null;null;null;DIAGNOSTICS;EDI100S;null;null
null;null;null;null;EMERGENCY MEDICAL CARE 2 PRACTICAL;EMC202S;null;null
null;null;null;null;EMERGENCY MEDICAL CARE 2 THEORY;EMC201S;null;null
null;null;null;null;EXTRICATION;EMR203S;null;null
null;null;null;null;HAZMAT AND FIRE RESCUE;EMR202S;null;null
null;null;null;null;PHYSIOLOGY 2;APY200S;null;null
null;null;null;null;PRIMARY HEALTH CARE 1;HCP100S;null;null
null;null;null;null;ROPE RESCUE;EMR201S;null;null
null;null;null;3;AQUATIC RESCUE;EMR303S;null;null
null;null;null;null;CLINICAL PRACTICE 3;EMC303S;null;null
null;null;null;null;EMERGENCY MEDICAL CARE 3 PRACTICAL;EMC302S;null;null
null;null;null;null;EMERGENCY MEDICAL CARE 3 THEORY;EMC301S;null;null
null;null;null;null;GENERAL PATHOLOGY;GNP101S;null;null
null;null;null;null;PHARMACOLOGY;PMH101S;null;null
null;null;null;null;RESEARCH METHODOLOGY;ERM102S;null;null
null;null;null;null;URBAN SEARCH AND RESCUE;EMR301S;null;null
null;null;null;null;WILDERNESS SEARCH AND RESCUE;EMR302S;null;null
null;null;null;null;AQUATIC RESCUE;EMR303S;null;null
null;null;null;4;AEROMEDICAL RESCUE;EMR412S;null;null
null;null;null;null;CLINICAL PRACTICE 4;EMC406S;null;null
null;null;null;null;DISASTER RISK MANAGEMENT;EMR411S;null;null
null;null;null;null;EDUCATIONAL METHODOLOGY;ESV102S;null;null
null;null;null;null;EMERGENCY MEDICAL CARE 4 PRACTICAL;EMC405S;null;null
null;null;null;null;EMERGENCY MEDICAL CARE 4 THEORY;EMC404S;null;null
null;null;null;null;MANAGEMENT PRACTICE;ESV101S;null;null
null;null;null;null;RESCUE INCIDENT MANAGEMENT;EMR413S;null;null
null;null;null;null;RESEARCH PROJECT;REE400S;null;null
null;null;BSc in Diagnostic Ultrasound;1;HEALTH SCIENCE LITERACY 1;HSL101S;null;null
null;null;null;null;HUMAN SCIENCES 1;HSC106S;null;null
null;null;null;null;MEDICAL IMAGING AND ONCOLOGIC MODALITIES 1;MIO106S;null;null
null;null;null;null;PATIENT CARE AND MANAGEMENT 1;PCM106S;null;null
null;null;null;null;PHYSICAL SCIENCES 1;PSC101S;null;null
null;null;null;null;THE HEALTH CARE PROFESSIONAL 1;HPF106S;null;null
null;null;null;2;DIAGNOSTIC ULTRASOUND PRACTICE 2;DUP202S;null;null
null;null;null;null;HEALTH SCIENCE LITERACY 2;HSL201S;null;null
null;null;null;null;HUMAN SCIENCES 2;HSC201S;null;null
null;null;null;null;PATIENT CARE AND MANAGEMENT 2;PCM204S;null;null
null;null;null;null;PHYSICAL SCIENCES 2;PSC201S;null;null
null;null;null;null;THE HEALTH CARE PROFESSIONAL 2;HPF201S;null;null
null;null;null;3;ADVANCED HEALTH CARE PRACTICE 3;AHC301S;null;null
null;null;null;null;DIAGNOSTIC ULTRASOUND PRACTICE 3;DUP302S;null;null
null;null;null;null;HEALTH SCIENCE RESEARCH 3;HSR304S;null;null
null;null;null;null;HUMAN SCIENCES 3;HSC305S;null;null
null;null;null;null;ULTRASOUND IMAGING EQUIPMENT 3;UIE302S;null;null
null;null;null;null;ULTRASOUND MANAGEMENT 3;UMT301S;null;null
null;null;null;4;ADVANCED DIAGNOSTIC ULTRASOUND PRACTICE 4;AUP402S;null;null
null;null;null;null;HEALTH SCIENCE RESEARCH 4;HSR401S;null;null
null;null;null;null;ULTRASOUND IMAGING EQUIPMENT 4;UIE401S;null;null
null;null;null;null;ULTRASOUND MANAGEMENT 4;UMG401S;null;null
null;null;null;null;ANGIOGRAPHY;EAN401S;null;null
null;null;null;null;BONE DENSITOMETRY 4;EBD401S;null;null
null;null;null;null;COMPUTED TOMOGRAPHY 4;ECT401S;null;null
null;null;null;null;ENTREPRENEURSHIP 4;EEN401S;null;null
null;null;null;null;GENETICS 4;EGN401S;null;null
null;null;null;null;HEALTH SCIENCE EDUCATION 4;EHE401S;null;null
null;null;null;null;MAGNETIC RESONANCE IMAGING 4;EMR401S;null;null
null;null;null;null;MAMMOGRAPHY 4;EMA401S;null;null
null;null;null;null;MEDICAL LAW AND ETHICS;EML401S;null;null
null;null;BSc in Nuclear Medicine Technology;1;HEALTH SCIENCE LITERACY 1;HSL102S;null;null
null;null;null;null;HUMAN SCIENCES 1;HSC104S;null;null
null;null;null;null;EDICAL IMAGING AND ONCOLOGIC MODALITIES 1;MIO104S;null;null
null;null;null;null;PATIENT CARE AND MANAGEMENT 1;PCM104S;null;null
null;null;null;null;PHYSICAL SCIENCES 1;PSC102S;null;null
null;null;null;null;THE HEALTH CARE PROFESSIONAL 1;HPF104S;null;null
null;null;null;2;HEALTH SCIENCE LITERACY 2;HSL202S;null;null
null;null;null;null;HUMAN SCIENCES 2;HSC202S;null;null
null;null;null;null;NUCLEAR MEDICINE TECHNOLOGY 2;NMT202S;null;null
null;null;null;null;PATIENT CARE AND MANAGEMENT 2;PCM202S;null;null
null;null;null;null;PHYSICAL SCIENCES 2;PSC202S;null;null
null;null;null;null;THE HEALTH CARE PROFESSIONAL 2;HPF202S;null;null
null;null;null;3;ADVANCED HEALTH CARE PRACTICE 3;AHP302S;null;null
null;null;null;null;HEALTH SCIENCE RESEARCH 3;HSR302S;null;null
null;null;null;null;HUMAN SCIENCES 3;HSC302S;null;null
null;null;null;null;NUCLEAR MEDICINE MANAGEMENT 3;NMM302S;null;null
null;null;null;null;NUCLEAR MEDICINE SCIENCES 3;NSC302S;null;null
null;null;null;null;NUCLEAR MEDICINE TECHNOLOGY 3;NMT303S;null;null
null;null;null;4;ADVANCED NUCLEAR MEDICINE TECHNOLOGY 4;ANT403S;null;null
null;null;null;null;HEALTH SCIENCE RESEARCH 4;HSR404S;null;null
null;null;null;null;HUMAN SCIENCES 4;HSC402S;null;null
null;null;null;null;NUCLEAR MEDICINE MANAGEMENT 4;NMM401S;null;null
null;null;null;null;NUCLEAR MEDICINE SCIENCES 4;NSC402S;null;null
null;null;null;null;BONE DENSITOMETRY 4;EBD402S;null;null
null;null;null;null;CLINICAL MENTORING 4;EMT402S;null;null
null;null;null;null;ENTREPRENEURSHIP 4;EEN402S;null;null
null;null;null;null;HEALTH SCIENCE EDUCATION 4;EHE402S;null;null
null;null;null;null;MOLECULAR IMAGING 4;EMI402S;null;null
null;null;null;null;RADIOIMMUNOASSAY 4;ERA402S;null;null
null;null;null;null;HERAPEUTIC USE OF RADIONUCLIDES 4;ETR402S;null;null
null;null;BSc. in Diagnostic Radiography;1;LINICAL RADIOGRAPHIC TECHNOLOGY 1 [D];CRD100S;null;null
null;null;null;null;HEALTH SCIENCE LITERACY 1;HSL100S;null;null
null;null;null;null;HUMAN SCIENCES 1;HSC100S;null;null
null;null;null;null;PATIENT CARE AND MANAGEMENT 1;PCM100S;null;null
null;null;null;null;PHYSICAL SCIENCE 1;PSC100S;null;null
null;null;null;null;RADIOGRAPHIC TECHNOLOGY 1;RTC101S;null;null
null;null;null;null;THE HEALTH CARE PROFESSIONAL 1;HPF107S;null;null
null;null;null;2;CLINICAL RADIOGRAPHIC TECHNOLOGY 2;CRD200S;null;null
null;null;null;null;HEALTH SCIENCE LITERACY 2;HSL200S;null;null
null;null;null;null;HUMAN SCIENCES 2;HSC200S;null;null
null;null;null;null;PATIENT CARE AND MANAGEMENT 2;PCM200S;null;null
null;null;null;null;PHYSICAL SCIENCE 2;PSC200S;null;null
null;null;null;null;RADIOGRAPHIC TECHNOLOGY 2;RTC200S;null;null
null;null;null;null;THE HEALTH CARE PROFESSIONAL 2;HPF200S;null;null
null;null;null;3;ADVANCED HEALTH CARE PRACTICE 3;AHP300S;null;null
null;null;null;null;CLINICAL RADIOGRAPHIC TECHNOLOGY 3;CRD301S;null;null
null;null;null;null;DIAGNOSTIC IMAGING EQUIPMENT 3;DIE300S;null;null
null;null;null;null;HEALTH SCIENCE RESEARCH 3;HSR300S;null;null
null;null;null;null;HUMAN SCIENCES 3;HSC300S;null;null
null;null;null;null;RADIOGRAPHIC MANAGEMENT 3;RMN301S;null;null
null;null;null;null;RADIOGRAPHIC TECHNOLOGY 3;RTC300S;null;null
null;null;null;4;CLINICAL RADIOGRAPHIC TECHNOLOGY 4;CRD401S;null;null
null;null;null;null;DIAGNOSTIC IMAGING EQUIPMENT 4;DIE401S;null;null
null;null;null;null;HEALTH SCIENCE RESEARCH 4;HSR400S;null;null
null;null;null;null;HUMAN SCIENCES 4;HSC400S;null;null
null;null;null;null;RADIOGRAPHIC MANAGEMENT 4;RMN400S;null;null
null;null;null;null;RADIOGRAPHIC TECHNOLOGY 4;RTC400S;null;null
null;null;null;null;CLINICAL MENTORING 4;EMT400S;null;null
null;null;null;null;COMPUTED TOMOGRAPHY 4;ECT400S;null;null
null;null;null;null;ENTREPRENEURSHIP 4;EEN400S;null;null
null;null;null;null;HEALTH SCIENCE EDUCATION 4;EHE400S;null;null
null;null;null;null;INTERVENTIONAL RADIOGRAPHY 4;EIR400S;null;null
null;null;null;null;MAMMOGRAPHY 4;EMA400S;null;null
null;null;BSc in Radiation Therapy;1;HEALTH SCIENCE LITERACY 1;HSL103S;null;null
null;null;null;null;HUMAN SCIENCES 1;HSC105S;null;null
null;null;null;null;MEDICAL IMAGING AND ONCOLOGIC MODALITIES 1;MIO105S;null;null
null;null;null;null;PATIENT CARE AND MANAGEMENT 1;PCM105S;null;null
null;null;null;null;PHYSICAL SCIENCES 1;PSC103S;null;null
null;null;null;null;THE HEALTH CARE PROFESSIONAL 1;HPF105S;null;null
null;null;null;2;HEALTH SCIENCE LITERACY 2;HSL203S;null;null
null;null;null;null;HUMAN SCIENCES 2;HSC203S;null;null
null;null;null;null;PATIENT CARE AND MANAGEMENT 2;PCM203S;null;null
null;null;null;null;PHYSICAL SCIENCES 2;PSC203S;null;null
null;null;null;null;RADIATION THERAPY PRACTICE 2;RTP203S;null;null
null;null;null;null;THE HEALTH CARE PROFESSIONAL 2;HPF203S;null;null
null;null;null;3;ADVANCED HEALTH CARE PROF PRACTICE 3;AHP303S;null;null
null;null;null;null;HEALTH SCIENCE RESEARCH 3;HSR303S;null;null
null;null;null;null;HUMAN SCIENCES 3;HSC304S;null;null
null;null;null;null;PATIENT CARE AND MANAGEMENT 3;PCM303S;null;null
null;null;null;null;PHYSICS OF RADIATION THERAPY 3;PRT303S;null;null
null;null;null;null;RADIATION THERAPY PRACTICE 3;RTP304S;null;null
null;null;null;4;ADVANCED HEALTH CARE PROF PRACTICE 4;AHP404S;null;null
null;null;null;null;HEALTH SCIENCE RESEARCH 4;HSR405S;null;null
null;null;null;null;HUMAN SCIENCES 4;HSC403S;null;null
null;null;null;null;PHYSICS OF RADIATION THERAPY 4;PRT403S;null;null
null;null;null;null;RADIATION THERAPY PRACTICE 4;RTP403S;null;null
null;null;null;null;ADV RADIOTHERAPY DOSIMETRY & GRAPHIC PLAN 4;EDP403S;null;null
null;null;null;null;CLINICAL MENTORING IN RADIOTHERAPY 4;EMT403S;null;null
null;null;null;null;ENTREPRENEURSHIP 4;EEN403S;null;null
null;null;null;null;FUSION IMAGING IN RADIATION ONCOLOGY 4;EFI403S;null;null
null;null;null;null;HEALTH SCIENCE EDUCATION 4;EHE403S;null;null
null;null;null;null;MULTI- CULTURAL HEALTH CARE IN RADIOTHERAP 4;EMC403S;null;null
null;null;null;null;PAEDIATRIC RADIATION ONCOLOGY 4;EPO403S;null;null
null;null;null;null;PALLIATIVE CARE IN RADIATION ONCOLOGY 4;EPC403S;null;null
null;null;null;null;QUALITY ASSURANCE IN CLINICAL RADIOTHERAPY 4;EQA403S;null;null
null;null;null;null;RADIOBIOLOGICAL APPLIC IN RADIOTHERAPY 4;ERB403S;null;null
null;null;null;null;UNSEALED RADIONUCLIDES FOR THERAPY 4;ETR403S;null;null
null;null;Bachelor of Nursing;1;ACADEMIC LITERACY;LIT150S;null;null
null;null;null;null;ANATOMY & PHYSIOLOGY I;APS150S;null;null
null;null;null;null;CHEMISTRY;CHE151S;null;null
null;null;null;null;ETHOS & PROFESSIONAL PRACTICE 1;EPP150S;null;null
null;null;null;null;MICROBIOLOGY;MBL150S;null;null
null;null;null;null;NURSING IN THE COMMUNITY 1;NCM150S;null;null
null;null;null;null;NURSING SCIENCE 1;NSC150S;null;null
null;null;null;null;PHYSICS;PHS152S;null;null
null;null;null;2;ANATOMY & PHYSIOLOGY 2;APS260S;null;null
null;null;null;null;ETHOS & PROFESSIONAL PRACTICE 2;EPP260S;null;null
null;null;null;null;INTRODUCTION TO MENTAL HEALTH;IMH260S;null;null
null;null;null;null;NURSING IN THE COMMUNITY 2;NCM260S;null;null
null;null;null;null;NURSING SCIENCE 2;NSC260S;null;null
null;null;null;null;PHARMACOLOGY 2;PHA260S;null;null
null;null;null;null;SOCIOLOGY;SOC260S;null;null
null;null;null;3;BASIC NURSING RESEARCH METHODS;BNR370S;null;null
null;null;null;null;COMMUNITY MIDWIFERY;MID370S;null;null
null;null;null;null;ETHOS & PROFESSIONAL PRACTICE 3;EPP370S;null;null
null;null;null;null;MENTAL HEALTH;MHL370S;null;null
null;null;null;null;NURSING IN THE COMMUNITY 3;NCM370S;null;null
null;null;null;null;NURSING SCIENCE 3;NSC370S;null;null
null;null;null;null;PHARMACOLOGY 3;PHA370S;null;null
null;null;null;4;null;null;null;null
null;null;null;null;COMPLICATIONS IN MIDWIFERY;MID480S;null;null
null;null;null;null;ETHOS & PROFESSIONAL PRACTICE 4;EPP480S;null;null
null;null;null;null;HEALTH SERVICES MANAGEMENT;HSM480S;null;null
null;null;null;null;NURSING IN THE COMMUNITY 4;NCM480S;null;null
null;null;null;null;PHARMACOLOGY 4;PHA480S;null;null
null;null;null;null;RESEARCH PROJECT;RSP480S;null;null
null;null;Extended Bachelor of Nursing;1;ACADEMIC LITERACY (Developmental);LIT152X;null;null
null;null;null;null;CHEMISTRY;CHE151S;null;null
null;null;null;null;CHEMISTRY (Developmental);CHE151X;null;null
null;null;null;null;THOS & PROF PRACTICE 1 (Developmental);EPP150X;null;null
null;null;null;null;ETHOS & PROFESSIONAL PRACTICE 1;EPP150S;null;null
null;null;null;null;NURSING IN THE COMMUNITY 1;NCM150S;null;null
null;null;null;null;NURSING IN THE COMMUNITY 1 (Developmental);NCM150X;null;null
null;null;null;null;PHYSICS;PHS152S;null;null
null;null;null;null;PHYSICS (Developmental);PHS152X;null;null
null;null;null;2;ANATOMY & PHYSIOLOGY 2;APS260S;null;null
null;null;null;null;ETHOS & PROFESSIONAL PRACTICE 2;EPP260S;null;null
null;null;null;null;INTRODUCTION TO MENTAL HEALTH;IMH260S;null;null
null;null;null;null;NURSING IN THE COMMUNITY 2;NCM260S;null;null
null;null;null;null;NURSING SCIENCE 2;NSC260S;null;null
null;null;null;null;PHARMACOLOGY 2;PHA260S;null;null
null;null;null;null;SOCIOLOGY;SOC260S;null;null
null;null;Diploma in Opticianry;1;APPLIED OPTICIANRY SCIENCE 1;AOS150S;null;null
null;null;null;null;DISPENSING OPTICS 1;DOP150S;null;null
null;null;null;null;OPHTHALMIC LENSES 1;OLE150S;null;null
null;null;null;null;OPTICS 1;OPT150S;null;null
null;null;null;null;DISPENSING OPTICS 1;DOP150S;null;null
null;null;null;null;GENERAL ANATOMY AND PHYSIOLOGY 1;GAP150S;null;null
null;null;null;null;OPHTHALMIC LENSES 1;OLE150S;null;null
null;null;null;null;OPTICS 1;OPT150S;null;null
null;null;null;null;GENERAL ANATOMY AND PHYSIOLOGY 1;GAP150S;null;null
null;null;null;null;OCULAR ANATOMY AND PATHOLOGY 1;OAP150S;null;null
null;null;null;null;ISUAL OPTICS 1;VOP150S;null;null
null;null;null;2;DISPENSING OPTICS 2;DOP260S;null;null
null;null;null;null;ENVIRONMENTAL OPTICS 2;EOP260S;null;null
null;null;null;null;OCULAR ANATOMY AND PATHOLOGY 2;OAP260S;null;null
null;null;null;null;OPHTHALMIC LENSES 2;OLE260S;null;null
null;null;null;null;PRACTICE MANAGEMENT AND ETHICS;PME260S;null;null
null;null;null;null;VISUAL OPTICS 2;VOP260S;null;null
null;null;null;3;OPTICIANRY PRACTICE 3;OTP360S;null;null
null;null;null;null;RESEARCH METHODS AND PROJECT;RMP360S;null;null
null;null;Bachelor of Health Science in Opticianry;1;CHEMISTRY;CHM151S;null;null
null;null;null;null;DISPENSING OPTICS 1;DPO150S;null;null
null;null;null;null;GEOMETRIC AND PHYSICAL OPTICS;GPO150S;null;null
null;null;null;null;HUMAN ANATOMY & PHYSIOLOGY;HAP150S;null;null
null;null;null;null;MATHS AND STATISTICS;MSA150S;null;null
null;null;null;null;PHYSICS;PYS150S;null;null
null;null;null;null;PRINCIPLES OF PSYCHOLOGY;POP150S;null;null
null;null;null;null;PROFESSIONAL COMMUNICATIONS;PCM150S;null;null
null;null;null;2;OCCUPATIONAL AND ENVIRONMENTAL DISPENSING;OED260S;null;null
null;null;null;null;OCULAR ANATOMY AND PHYSIOLOGY;ONP260S;null;null
null;null;null;null;OPHTHALMIC LENSES 2;OPL260S;null;null
null;null;null;null;PHYSIOLOGICAL OPTICS;PHO260S;null;null
null;null;null;null;PRACTICE MANAGEMENT 2;PMT260S;null;null
null;null;null;null;RESEARCH METHODS AND STATISTICS;RDS260S;null;null
null;null;null;null;CONTACT LENSES AND OCULAR PROSTHETICS;CLO260S;null;null
